snapshot_date,product_id,warehouse_location,stock_in,stock_out,closing_stock,reorder_level
2026-05-19,PROD0007,Karachi-Main,0,0,228,37
2026-05-19,PROD0008,Lahore-Hub,0,4,176,53
2026-05-19,PROD0009,Karachi-Main,0,2,315,45
2026-05-19,PROD0010,Lahore-Hub,0,2,86,53
2026-05-19,PROD0011,Lahore-Hub,0,3,255,57
2026-05-19,PROD0012,Karachi-Main,0,1,151,59
2026-05-19,PROD0013,Karachi-Main,100,1,368,59
2026-05-19,PROD0014,Lahore-Hub,0,5,219,32
2026-05-19,PROD0015,Karachi-Main,0,0,248,47
2026-05-19,PROD0016,Karachi-Main,0,2,103,22
2026-05-19,PROD0017,Karachi-Main,0,3,98,49
2026-05-19,PROD0018,Karachi-Main,0,2,86,57
2026-05-19,PROD0019,Karachi-Main,0,2,201,55
2026-05-19,PROD0020,Lahore-Hub,0,1,273,38
2026-05-19,PROD0021,Karachi-Main,0,1,164,54
2026-05-19,PROD0022,Lahore-Hub,0,3,323,49
2026-05-19,PROD0023,Lahore-Hub,0,1,310,22
2026-05-19,PROD0024,Lahore-Hub,0,2,278,38
2026-05-19,PROD0025,Karachi-Main,0,0,241,41
2026-05-19,PROD0026,Lahore-Hub,0,1,328,21
2026-05-19,PROD0027,Karachi-Main,0,7,234,46
2026-05-19,PROD0028,Lahore-Hub,50,6,285,57
2026-05-19,PROD0029,Karachi-Main,0,1,290,60
2026-05-19,PROD0030,Lahore-Hub,0,1,233,24
2026-05-19,PROD0031,Karachi-Main,0,4,361,50
2026-05-19,PROD0032,Karachi-Main,0,5,166,46
2026-05-19,PROD0033,Lahore-Hub,0,5,71,49
2026-05-19,PROD0034,Karachi-Main,0,0,158,58
2026-05-19,PROD0035,Karachi-Main,0,5,197,56
2026-05-19,PROD0036,Lahore-Hub,0,3,284,34
2026-05-19,PROD0037,Lahore-Hub,0,7,118,40
2026-05-19,PROD0038,Karachi-Main,0,3,418,57
2026-05-19,PROD0039,Karachi-Main,0,3,245,34
2026-05-19,PROD0040,Lahore-Hub,0,3,165,48
2026-05-19,PROD0041,Lahore-Hub,0,4,94,36
2026-05-19,PROD0042,Lahore-Hub,0,4,144,39
2026-05-19,PROD0043,Lahore-Hub,0,3,194,22
2026-05-19,PROD0044,Karachi-Main,0,3,334,34
2026-05-19,PROD0045,Lahore-Hub,0,3,376,57
2026-05-19,PROD0046,Lahore-Hub,0,2,325,36
2026-05-19,PROD0047,Karachi-Main,0,4,213,45
2026-05-19,PROD0048,Lahore-Hub,0,1,173,36
2026-05-19,PROD0049,Karachi-Main,0,0,167,20
2026-05-19,PROD0050,Karachi-Main,0,7,279,53
2026-05-19,PROD0051,Karachi-Main,0,1,91,34
2026-05-19,PROD0052,Karachi-Main,0,1,76,22
2026-05-19,PROD0053,Lahore-Hub,0,1,258,34
2026-05-19,PROD0054,Karachi-Main,0,3,246,48
2026-05-19,PROD0055,Lahore-Hub,20,1,506,35
2026-05-19,PROD0056,Karachi-Main,0,3,258,45
2026-05-19,PROD0057,Karachi-Main,0,6,244,20
2026-05-19,PROD0058,Karachi-Main,0,1,74,47
2026-05-19,PROD0059,Lahore-Hub,0,2,224,23
2026-05-19,PROD0060,Lahore-Hub,0,3,318,24
2026-05-20,PROD0001,Karachi-Main,0,3,311,52
2026-05-20,PROD0002,Karachi-Main,0,7,338,32
2026-05-20,PROD0003,Karachi-Main,0,5,375,33
2026-05-20,PROD0004,Karachi-Main,0,2,132,29
2026-05-20,PROD0005,Lahore-Hub,50,1,401,41
2026-05-20,PROD0006,Karachi-Main,0,7,358,52
2026-05-20,PROD0007,Lahore-Hub,0,5,223,37
2026-05-20,PROD0008,Karachi-Main,0,3,173,53
2026-05-20,PROD0009,Lahore-Hub,0,2,313,45
2026-05-20,PROD0010,Karachi-Main,20,3,103,53
2026-05-20,PROD0011,Lahore-Hub,0,2,253,57
2026-05-20,PROD0012,Lahore-Hub,50,4,197,59
2026-05-20,PROD0013,Lahore-Hub,0,3,365,59
2026-05-20,PROD0014,Karachi-Main,0,3,216,32
2026-05-20,PROD0015,Karachi-Main,0,6,242,47
2026-05-20,PROD0016,Karachi-Main,0,1,102,22
2026-05-20,PROD0017,Karachi-Main,0,4,94,49
2026-05-20,PROD0018,Karachi-Main,0,2,84,57
2026-05-20,PROD0019,Karachi-Main,0,2,199,55
2026-05-20,PROD0020,Karachi-Main,0,3,270,38
2026-05-20,PROD0021,Karachi-Main,0,3,161,54
2026-05-20,PROD0022,Karachi-Main,0,1,322,49
2026-05-20,PROD0023,Karachi-Main,0,3,307,22
2026-05-20,PROD0024,Karachi-Main,50,2,326,38
2026-05-20,PROD0025,Lahore-Hub,0,4,237,41
2026-05-20,PROD0026,Lahore-Hub,0,6,322,21
2026-05-20,PROD0027,Karachi-Main,0,5,229,46
2026-05-20,PROD0028,Karachi-Main,0,5,280,57
2026-05-20,PROD0029,Karachi-Main,0,3,287,60
2026-05-20,PROD0030,Karachi-Main,0,3,230,24
2026-05-20,PROD0031,Lahore-Hub,0,0,361,50
2026-05-20,PROD0032,Karachi-Main,100,3,263,46
2026-05-20,PROD0033,Karachi-Main,0,4,67,49
2026-05-20,PROD0034,Lahore-Hub,0,6,152,58
2026-05-20,PROD0035,Karachi-Main,0,2,195,56
2026-05-20,PROD0036,Lahore-Hub,0,1,283,34
2026-05-20,PROD0037,Karachi-Main,0,2,116,40
2026-05-20,PROD0038,Karachi-Main,0,2,416,57
2026-05-20,PROD0039,Lahore-Hub,0,1,244,34
2026-05-20,PROD0040,Lahore-Hub,0,2,163,48
2026-05-20,PROD0041,Lahore-Hub,0,5,89,36
2026-05-20,PROD0042,Karachi-Main,0,6,138,39
2026-05-20,PROD0043,Lahore-Hub,0,4,190,22
2026-05-20,PROD0044,Lahore-Hub,0,2,332,34
2026-05-20,PROD0045,Karachi-Main,0,5,371,57
2026-05-20,PROD0046,Karachi-Main,0,4,321,36
2026-05-20,PROD0047,Karachi-Main,0,3,210,45
2026-05-20,PROD0048,Karachi-Main,0,4,169,36
2026-05-20,PROD0049,Lahore-Hub,0,0,167,20
2026-05-20,PROD0050,Karachi-Main,0,2,277,53
2026-05-20,PROD0051,Karachi-Main,0,2,89,34
2026-05-20,PROD0052,Karachi-Main,0,3,73,22
2026-05-20,PROD0053,Karachi-Main,0,5,253,34
2026-05-20,PROD0054,Karachi-Main,0,3,243,48
2026-05-20,PROD0055,Karachi-Main,0,5,501,35
2026-05-20,PROD0056,Lahore-Hub,0,2,256,45
2026-05-20,PROD0057,Karachi-Main,0,4,240,20
2026-05-20,PROD0058,Karachi-Main,0,5,69,47
2026-05-20,PROD0059,Karachi-Main,100,2,322,23
2026-05-20,PROD0060,Karachi-Main,0,1,317,24
2026-05-21,PROD0001,Lahore-Hub,0,0,311,52
2026-05-21,PROD0002,Karachi-Main,50,4,384,32
2026-05-21,PROD0003,Lahore-Hub,0,3,372,33
2026-05-21,PROD0004,Lahore-Hub,0,4,128,29
2026-05-21,PROD0005,Lahore-Hub,0,1,400,41
2026-05-21,PROD0006,Karachi-Main,100,1,457,52
2026-05-21,PROD0007,Karachi-Main,0,2,221,37
2026-05-21,PROD0008,Karachi-Main,0,2,171,53
2026-05-21,PROD0009,Karachi-Main,0,1,312,45
2026-05-21,PROD0010,Lahore-Hub,0,2,101,53
2026-05-21,PROD0011,Karachi-Main,0,5,248,57
2026-05-21,PROD0012,Lahore-Hub,0,2,195,59
2026-05-21,PROD0013,Karachi-Main,50,3,412,59
2026-05-21,PROD0014,Lahore-Hub,0,4,212,32
2026-05-21,PROD0015,Karachi-Main,0,2,240,47
2026-05-21,PROD0016,Lahore-Hub,0,2,100,22
2026-05-21,PROD0017,Lahore-Hub,0,2,92,49
2026-05-21,PROD0018,Karachi-Main,0,5,79,57
2026-05-21,PROD0019,Lahore-Hub,0,3,196,55
2026-05-21,PROD0020,Karachi-Main,0,2,268,38
2026-05-21,PROD0021,Lahore-Hub,0,4,157,54
2026-05-21,PROD0022,Karachi-Main,0,7,315,49
2026-05-21,PROD0023,Lahore-Hub,0,1,306,22
2026-05-21,PROD0024,Lahore-Hub,0,7,319,38
2026-05-21,PROD0025,Karachi-Main,20,3,254,41
2026-05-21,PROD0026,Karachi-Main,0,1,321,21
2026-05-21,PROD0027,Lahore-Hub,0,2,227,46
2026-05-21,PROD0028,Lahore-Hub,50,1,329,57
2026-05-21,PROD0029,Lahore-Hub,0,4,283,60
2026-05-21,PROD0030,Karachi-Main,0,3,227,24
2026-05-21,PROD0031,Karachi-Main,0,2,359,50
2026-05-21,PROD0032,Karachi-Main,0,1,262,46
2026-05-21,PROD0033,Lahore-Hub,0,2,65,49
2026-05-21,PROD0034,Lahore-Hub,0,3,149,58
2026-05-21,PROD0035,Karachi-Main,0,3,192,56
2026-05-21,PROD0036,Lahore-Hub,0,1,282,34
2026-05-21,PROD0037,Karachi-Main,0,7,109,40
2026-05-21,PROD0038,Karachi-Main,0,2,414,57
2026-05-21,PROD0039,Karachi-Main,0,3,241,34
2026-05-21,PROD0040,Lahore-Hub,0,4,159,48
2026-05-21,PROD0041,Karachi-Main,0,3,86,36
2026-05-21,PROD0042,Karachi-Main,0,6,132,39
2026-05-21,PROD0043,Lahore-Hub,0,5,185,22
2026-05-21,PROD0044,Karachi-Main,0,2,330,34
2026-05-21,PROD0045,Lahore-Hub,0,1,370,57
2026-05-21,PROD0046,Karachi-Main,0,5,316,36
2026-05-21,PROD0047,Karachi-Main,0,3,207,45
2026-05-21,PROD0048,Lahore-Hub,0,5,164,36
2026-05-21,PROD0049,Karachi-Main,0,1,166,20
2026-05-21,PROD0050,Lahore-Hub,0,3,274,53
2026-05-21,PROD0051,Karachi-Main,0,3,86,34
2026-05-21,PROD0052,Lahore-Hub,0,3,70,22
2026-05-21,PROD0053,Karachi-Main,0,2,251,34
2026-05-21,PROD0054,Karachi-Main,0,1,242,48
2026-05-21,PROD0055,Karachi-Main,0,4,497,35
2026-05-21,PROD0056,Karachi-Main,0,1,255,45
2026-05-21,PROD0057,Lahore-Hub,0,7,233,20
2026-05-21,PROD0058,Lahore-Hub,0,2,67,47
2026-05-21,PROD0059,Karachi-Main,0,3,319,23
2026-05-21,PROD0060,Karachi-Main,0,3,314,24
2026-05-22,PROD0001,Lahore-Hub,0,6,305,52
2026-05-22,PROD0002,Lahore-Hub,0,2,382,32
2026-05-22,PROD0003,Lahore-Hub,0,1,371,33
2026-05-22,PROD0004,Karachi-Main,100,5,223,29
2026-05-22,PROD0005,Lahore-Hub,0,2,398,41
2026-05-22,PROD0006,Lahore-Hub,0,6,451,52
2026-05-22,PROD0007,Lahore-Hub,0,3,218,37
2026-05-22,PROD0008,Karachi-Main,0,4,167,53
2026-05-22,PROD0009,Karachi-Main,0,2,310,45
2026-05-22,PROD0010,Lahore-Hub,0,0,101,53
2026-05-22,PROD0011,Karachi-Main,0,3,245,57
2026-05-22,PROD0012,Karachi-Main,0,5,190,59
2026-05-22,PROD0013,Lahore-Hub,0,3,409,59
2026-05-22,PROD0014,Lahore-Hub,0,2,210,32
2026-05-22,PROD0015,Lahore-Hub,0,3,237,47
2026-05-22,PROD0016,Karachi-Main,0,3,97,22
2026-05-22,PROD0017,Karachi-Main,0,2,90,49
2026-05-22,PROD0018,Karachi-Main,0,2,77,57
2026-05-22,PROD0019,Lahore-Hub,0,3,193,55
2026-05-22,PROD0020,Karachi-Main,0,2,266,38
2026-05-22,PROD0021,Karachi-Main,0,1,156,54
2026-05-22,PROD0022,Lahore-Hub,0,2,313,49
2026-05-22,PROD0023,Karachi-Main,50,4,352,22
2026-05-22,PROD0024,Lahore-Hub,0,4,315,38
2026-05-22,PROD0025,Karachi-Main,0,4,250,41
2026-05-22,PROD0026,Lahore-Hub,0,3,318,21
2026-05-22,PROD0027,Lahore-Hub,0,3,224,46
2026-05-22,PROD0028,Karachi-Main,0,1,328,57
2026-05-22,PROD0029,Karachi-Main,0,4,279,60
2026-05-22,PROD0030,Karachi-Main,0,2,225,24
2026-05-22,PROD0031,Lahore-Hub,50,2,407,50
2026-05-22,PROD0032,Karachi-Main,0,2,260,46
2026-05-22,PROD0033,Karachi-Main,0,6,59,49
2026-05-22,PROD0034,Karachi-Main,0,1,148,58
2026-05-22,PROD0035,Karachi-Main,0,2,190,56
2026-05-22,PROD0036,Karachi-Main,0,2,280,34
2026-05-22,PROD0037,Lahore-Hub,0,2,107,40
2026-05-22,PROD0038,Karachi-Main,0,5,409,57
2026-05-22,PROD0039,Karachi-Main,0,3,238,34
2026-05-22,PROD0040,Karachi-Main,0,1,158,48
2026-05-22,PROD0041,Lahore-Hub,0,3,83,36
2026-05-22,PROD0042,Lahore-Hub,0,5,127,39
2026-05-22,PROD0043,Karachi-Main,0,4,181,22
2026-05-22,PROD0044,Lahore-Hub,0,4,326,34
2026-05-22,PROD0045,Karachi-Main,0,5,365,57
2026-05-22,PROD0046,Karachi-Main,0,2,314,36
2026-05-22,PROD0047,Karachi-Main,0,3,204,45
2026-05-22,PROD0048,Lahore-Hub,0,2,162,36
2026-05-22,PROD0049,Karachi-Main,0,8,158,20
2026-05-22,PROD0050,Karachi-Main,0,3,271,53
2026-05-22,PROD0051,Lahore-Hub,0,4,82,34
2026-05-22,PROD0052,Lahore-Hub,0,5,65,22
2026-05-22,PROD0053,Lahore-Hub,0,4,247,34
2026-05-22,PROD0054,Karachi-Main,0,3,239,48
2026-05-22,PROD0055,Lahore-Hub,0,3,494,35
2026-05-22,PROD0056,Karachi-Main,0,1,254,45
2026-05-22,PROD0057,Lahore-Hub,0,4,229,20
2026-05-22,PROD0058,Karachi-Main,0,4,63,47
2026-05-22,PROD0059,Karachi-Main,0,3,316,23
2026-05-22,PROD0060,Lahore-Hub,0,2,312,24
2026-05-23,PROD0001,Karachi-Main,0,5,300,52
2026-05-23,PROD0002,Lahore-Hub,0,1,381,32
2026-05-23,PROD0003,Karachi-Main,0,7,364,33
2026-05-23,PROD0004,Lahore-Hub,0,3,220,29
2026-05-23,PROD0005,Karachi-Main,0,4,394,41
2026-05-23,PROD0006,Karachi-Main,0,2,449,52
2026-05-23,PROD0007,Lahore-Hub,0,0,218,37
2026-05-23,PROD0008,Lahore-Hub,0,4,163,53
2026-05-23,PROD0009,Karachi-Main,0,3,307,45
2026-05-23,PROD0010,Lahore-Hub,0,4,97,53
2026-05-23,PROD0011,Lahore-Hub,20,3,262,57
2026-05-23,PROD0012,Karachi-Main,0,1,189,59
2026-05-23,PROD0013,Karachi-Main,0,0,409,59
2026-05-23,PROD0014,Lahore-Hub,0,3,207,32
2026-05-23,PROD0015,Lahore-Hub,0,2,235,47
2026-05-23,PROD0016,Karachi-Main,0,6,91,22
2026-05-23,PROD0017,Karachi-Main,0,2,88,49
2026-05-23,PROD0018,Lahore-Hub,0,4,73,57
2026-05-23,PROD0019,Karachi-Main,0,3,190,55
2026-05-23,PROD0020,Karachi-Main,0,7,259,38
2026-05-23,PROD0021,Karachi-Main,0,5,151,54
2026-05-23,PROD0022,Karachi-Main,0,4,309,49
2026-05-23,PROD0023,Lahore-Hub,0,1,351,22
2026-05-23,PROD0024,Karachi-Main,0,6,309,38
2026-05-23,PROD0025,Karachi-Main,0,1,249,41
2026-05-23,PROD0026,Lahore-Hub,0,2,316,21
2026-05-23,PROD0027,Karachi-Main,50,1,273,46
2026-05-23,PROD0028,Karachi-Main,0,3,325,57
2026-05-23,PROD0029,Lahore-Hub,0,2,277,60
2026-05-23,PROD0030,Lahore-Hub,0,1,224,24
2026-05-23,PROD0031,Karachi-Main,0,0,407,50
2026-05-23,PROD0032,Karachi-Main,0,1,259,46
2026-05-23,PROD0033,Lahore-Hub,0,1,58,49
2026-05-23,PROD0034,Karachi-Main,0,5,143,58
2026-05-23,PROD0035,Lahore-Hub,0,2,188,56
2026-05-23,PROD0036,Karachi-Main,0,6,274,34
2026-05-23,PROD0037,Karachi-Main,0,2,105,40
2026-05-23,PROD0038,Lahore-Hub,0,5,404,57
2026-05-23,PROD0039,Lahore-Hub,0,2,236,34
2026-05-23,PROD0040,Lahore-Hub,0,1,157,48
2026-05-23,PROD0041,Karachi-Main,0,1,82,36
2026-05-23,PROD0042,Karachi-Main,0,2,125,39
2026-05-23,PROD0043,Lahore-Hub,0,3,178,22
2026-05-23,PROD0044,Karachi-Main,0,2,324,34
2026-05-23,PROD0045,Lahore-Hub,50,1,414,57
2026-05-23,PROD0046,Karachi-Main,0,5,309,36
2026-05-23,PROD0047,Karachi-Main,0,5,199,45
2026-05-23,PROD0048,Karachi-Main,0,2,160,36
2026-05-23,PROD0049,Lahore-Hub,0,1,157,20
2026-05-23,PROD0050,Karachi-Main,0,3,268,53
2026-05-23,PROD0051,Lahore-Hub,0,0,82,34
2026-05-23,PROD0052,Karachi-Main,0,2,63,22
2026-05-23,PROD0053,Lahore-Hub,0,6,241,34
2026-05-23,PROD0054,Lahore-Hub,0,7,232,48
2026-05-23,PROD0055,Lahore-Hub,0,3,491,35
2026-05-23,PROD0056,Lahore-Hub,0,3,251,45
2026-05-23,PROD0057,Lahore-Hub,20,3,246,20
2026-05-23,PROD0058,Lahore-Hub,100,1,162,47
2026-05-23,PROD0059,Karachi-Main,0,3,313,23
2026-05-23,PROD0060,Karachi-Main,20,4,328,24
2026-05-24,PROD0001,Lahore-Hub,0,4,296,52
2026-05-24,PROD0002,Karachi-Main,0,1,380,32
2026-05-24,PROD0003,Karachi-Main,0,3,361,33
2026-05-24,PROD0004,Karachi-Main,100,0,320,29
2026-05-24,PROD0005,Karachi-Main,0,2,392,41
2026-05-24,PROD0006,Lahore-Hub,0,4,445,52
2026-05-24,PROD0007,Karachi-Main,0,6,212,37
2026-05-24,PROD0008,Karachi-Main,0,3,160,53
2026-05-24,PROD0009,Lahore-Hub,0,2,305,45
2026-05-24,PROD0010,Karachi-Main,0,4,93,53
2026-05-24,PROD0011,Lahore-Hub,0,2,260,57
2026-05-24,PROD0012,Karachi-Main,0,4,185,59
2026-05-24,PROD0013,Karachi-Main,0,2,407,59
2026-05-24,PROD0014,Lahore-Hub,0,6,201,32
2026-05-24,PROD0015,Karachi-Main,0,2,233,47
2026-05-24,PROD0016,Karachi-Main,0,0,91,22
2026-05-24,PROD0017,Lahore-Hub,0,5,83,49
2026-05-24,PROD0018,Karachi-Main,0,3,70,57
2026-05-24,PROD0019,Karachi-Main,0,2,188,55
2026-05-24,PROD0020,Lahore-Hub,0,5,254,38
2026-05-24,PROD0021,Lahore-Hub,0,4,147,54
2026-05-24,PROD0022,Karachi-Main,0,4,305,49
2026-05-24,PROD0023,Lahore-Hub,0,7,344,22
2026-05-24,PROD0024,Karachi-Main,0,2,307,38
2026-05-24,PROD0025,Lahore-Hub,0,2,247,41
2026-05-24,PROD0026,Karachi-Main,0,5,311,21
2026-05-24,PROD0027,Lahore-Hub,0,4,269,46
2026-05-24,PROD0028,Lahore-Hub,20,3,342,57
2026-05-24,PROD0029,Lahore-Hub,0,2,275,60
2026-05-24,PROD0030,Karachi-Main,0,4,220,24
2026-05-24,PROD0031,Karachi-Main,0,4,403,50
2026-05-24,PROD0032,Lahore-Hub,0,5,254,46
2026-05-24,PROD0033,Karachi-Main,100,1,157,49
2026-05-24,PROD0034,Lahore-Hub,0,2,141,58
2026-05-24,PROD0035,Karachi-Main,0,1,187,56
2026-05-24,PROD0036,Karachi-Main,0,4,270,34
2026-05-24,PROD0037,Lahore-Hub,0,1,104,40
2026-05-24,PROD0038,Karachi-Main,0,3,401,57
2026-05-24,PROD0039,Lahore-Hub,0,1,235,34
2026-05-24,PROD0040,Lahore-Hub,0,2,155,48
2026-05-24,PROD0041,Karachi-Main,0,5,77,36
2026-05-24,PROD0042,Karachi-Main,0,4,121,39
2026-05-24,PROD0043,Karachi-Main,0,3,175,22
2026-05-24,PROD0044,Lahore-Hub,50,3,371,34
2026-05-24,PROD0045,Lahore-Hub,0,5,409,57
2026-05-24,PROD0046,Karachi-Main,0,3,306,36
2026-05-24,PROD0047,Lahore-Hub,0,2,197,45
2026-05-24,PROD0048,Karachi-Main,0,1,159,36
2026-05-24,PROD0049,Lahore-Hub,0,2,155,20
2026-05-24,PROD0050,Karachi-Main,0,1,267,53
2026-05-24,PROD0051,Lahore-Hub,0,2,80,34
2026-05-24,PROD0052,Lahore-Hub,0,1,62,22
