order_id,order_date,customer_id,product_id,quantity,unit_price,discount,total_amount,payment_method,channel,order_status
ORD001249,2026-05-28 23:22:44.130675,CUST00294,PROD0060,1,1519.23,0.0,1519.23,EasyPaisa,WhatsApp,Delivered
ORD001084,2026-05-29 03:21:44.130675,CUST00093,PROD0013,1,3836.91,0.0,3836.91,EasyPaisa,Instagram,Delivered
ORD000805,2026-05-29 05:03:44.130675,CUST00233,PROD0056,4,1011.77,202.35,3844.73,JazzCash,Instagram,Delivered
ORD001169,2026-05-29 07:56:44.130675,CUST00240,PROD0011,2,5016.23,501.62,9530.84,Bank Transfer,Instagram,Pending
ORD001425,2026-05-29 09:28:44.130675,CUST00176,PROD0051,1,6557.75,0.0,6557.75,Bank Transfer,Marketplace,Returned
ORD001232,2026-05-29 09:35:44.130675,CUST00208,PROD0040,2,4051.74,0.0,8103.48,JazzCash,Instagram,Cancelled
ORD000326,2026-05-29 09:38:44.130675,CUST00146,PROD0006,1,4713.7,0.0,4713.7,EasyPaisa,WhatsApp,Cancelled
ORD000236,2026-05-29 10:16:44.130675,CUST00166,PROD0048,1,3672.55,367.26,3305.29,JazzCash,WhatsApp,Pending
ORD000819,2026-05-29 12:54:44.130675,CUST00220,PROD0058,1,1138.07,56.9,1081.17,JazzCash,Website,Delivered
ORD000624,2026-05-30 00:15:44.130675,CUST00064,PROD0011,1,5016.23,0.0,5016.23,Bank Transfer,WhatsApp,Delivered
ORD001472,2026-05-30 00:44:44.130675,CUST00288,PROD0060,1,1519.23,0.0,1519.23,JazzCash,Facebook,Delivered
ORD000077,2026-05-30 02:36:44.130675,CUST00036,PROD0023,1,8349.43,0.0,8349.43,Card,Website,Delivered
ORD001224,2026-05-30 02:55:44.130675,CUST00212,PROD0012,1,7018.87,701.89,6316.98,COD,WhatsApp,Pending
ORD000572,2026-05-30 03:38:44.130675,CUST00014,PROD0051,1,6557.75,0.0,6557.75,EasyPaisa,Marketplace,Delivered
ORD000747,2026-05-30 07:57:44.130675,CUST00283,PROD0032,1,8158.76,0.0,8158.76,Card,Website,Delivered
ORD000136,2026-05-30 09:07:44.130675,CUST00031,PROD0036,3,5478.6,0.0,16435.8,Card,Website,Delivered
ORD000768,2026-05-30 09:30:44.130675,CUST00071,PROD0030,3,5388.9,2425.0,13741.7,COD,Marketplace,Delivered
ORD001304,2026-05-30 09:59:44.130675,CUST00070,PROD0043,3,2961.93,888.58,7997.21,EasyPaisa,WhatsApp,Delivered
ORD001302,2026-05-30 10:32:44.130675,CUST00082,PROD0022,2,6250.14,0.0,12500.28,Card,Instagram,Delivered
ORD000325,2026-05-30 10:51:44.130675,CUST00193,PROD0016,3,1636.99,0.0,4910.97,Card,Facebook,Delivered
ORD001437,2026-05-30 12:44:44.130675,CUST00217,PROD0036,1,5478.6,0.0,5478.6,Card,Facebook,Cancelled
ORD000309,2026-05-30 22:01:44.130675,CUST00037,PROD0007,3,4983.51,0.0,14950.53,Bank Transfer,Website,Pending
ORD000830,2026-05-30 23:38:44.130675,CUST00009,PROD0007,4,4983.51,996.7,18937.34,Bank Transfer,WhatsApp,Delivered
ORD000308,2026-05-31 00:31:44.130675,CUST00221,PROD0040,1,4051.74,0.0,4051.74,Card,Marketplace,Cancelled
ORD000397,2026-05-31 00:50:44.130675,CUST00182,PROD0038,1,4805.71,0.0,4805.71,EasyPaisa,WhatsApp,Delivered
ORD001316,2026-05-31 01:01:44.130675,CUST00091,PROD0002,2,3739.31,373.93,7104.69,JazzCash,Facebook,Delivered
ORD001391,2026-05-31 01:37:44.130675,CUST00233,PROD0048,1,3672.55,183.63,3488.92,Card,Instagram,Cancelled
ORD000070,2026-05-31 02:47:44.130675,CUST00155,PROD0055,1,5017.52,501.75,4515.77,Bank Transfer,Facebook,Delivered
ORD000911,2026-05-31 03:35:44.130675,CUST00050,PROD0004,1,2516.58,377.49,2139.09,JazzCash,Marketplace,Delivered
ORD000018,2026-05-31 05:09:44.130675,CUST00103,PROD0040,1,4051.74,0.0,4051.74,JazzCash,Marketplace,Delivered
ORD000051,2026-05-31 07:52:44.130675,CUST00288,PROD0035,1,1003.11,50.16,952.95,Card,Marketplace,Delivered
ORD000930,2026-05-31 09:25:44.130675,CUST00194,PROD0054,1,5327.61,0.0,5327.61,Card,Marketplace,Returned
ORD000633,2026-05-31 09:31:44.130675,CUST00292,PROD0027,1,4072.3,0.0,4072.3,Card,Website,Delivered
ORD000763,2026-05-31 09:44:44.130675,CUST00196,PROD0056,2,1011.77,101.18,1922.36,JazzCash,Marketplace,Returned
ORD000713,2026-05-31 10:56:44.130675,CUST00064,PROD0025,4,845.83,0.0,3383.32,Card,Marketplace,Cancelled
ORD000928,2026-05-31 12:53:44.130675,CUST00090,PROD0052,3,2867.28,430.09,8171.75,EasyPaisa,WhatsApp,Delivered
ORD001412,2026-06-01 05:59:44.130675,CUST00119,PROD0051,2,6557.75,0.0,13115.5,Card,Instagram,Delivered
ORD000413,2026-06-01 07:40:44.130675,CUST00252,PROD0020,2,1311.0,0.0,2622.0,Bank Transfer,Marketplace,Returned
ORD000119,2026-06-01 10:29:44.130675,CUST00132,PROD0005,1,4099.95,0.0,4099.95,Bank Transfer,Marketplace,Delivered
ORD000823,2026-06-01 10:40:44.130675,CUST00209,PROD0060,1,1519.23,151.92,1367.31,JazzCash,Marketplace,Cancelled
ORD001358,2026-06-01 10:55:44.130675,CUST00134,PROD0006,2,4713.7,0.0,9427.4,Card,Instagram,Delivered
ORD000020,2026-06-01 11:33:44.130675,CUST00253,PROD0001,1,3382.01,0.0,3382.01,Card,Facebook,Pending
ORD000696,2026-06-01 23:02:44.130675,CUST00063,PROD0041,2,627.43,0.0,1254.86,EasyPaisa,Marketplace,Delivered
ORD000982,2026-06-01 23:23:44.130675,CUST00216,PROD0017,2,4081.04,0.0,8162.08,Bank Transfer,Instagram,Returned
ORD000758,2026-06-02 00:11:44.130675,CUST00024,PROD0015,1,1683.11,0.0,1683.11,Bank Transfer,Instagram,Delivered
ORD000212,2026-06-02 00:17:44.130675,CUST00075,PROD0005,1,4099.95,410.0,3689.95,COD,Website,Delivered
ORD000701,2026-06-02 00:52:44.130675,CUST00093,PROD0049,1,8791.84,0.0,8791.84,COD,Marketplace,Delivered
ORD000694,2026-06-02 01:22:44.130675,CUST00251,PROD0041,2,627.43,0.0,1254.86,JazzCash,Marketplace,Delivered
ORD000411,2026-06-02 04:25:44.130675,CUST00162,PROD0003,4,4565.11,1826.04,16434.4,EasyPaisa,WhatsApp,Delivered
ORD000555,2026-06-02 05:20:44.130675,CUST00099,PROD0050,2,3995.81,1198.74,6792.88,EasyPaisa,Facebook,Delivered
ORD000703,2026-06-02 06:16:44.130675,CUST00187,PROD0055,2,5017.52,0.0,10035.04,Bank Transfer,Instagram,Delivered
ORD001199,2026-06-02 09:14:44.130675,CUST00264,PROD0030,2,5388.9,0.0,10777.8,JazzCash,Website,Delivered
